IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
8.222.214.231,8880,FALSE,SIN,Asia Pacific,Singapore,237 ms,4652 kB/s
8.222.180.86,2095,FALSE,SIN,Asia Pacific,Singapore,236 ms,4645 kB/s
47.236.158.158,2052,FALSE,SIN,Asia Pacific,Singapore,228 ms,4639 kB/s
47.236.144.156,8080,FALSE,SIN,Asia Pacific,Singapore,233 ms,4638 kB/s
47.236.174.206,80,FALSE,SIN,Asia Pacific,Singapore,242 ms,4635 kB/s
47.236.117.48,80,FALSE,SIN,Asia Pacific,Singapore,253 ms,4630 kB/s
47.236.118.216,8880,FALSE,SIN,Asia Pacific,Singapore,271 ms,4623 kB/s
47.236.253.41,8880,FALSE,SIN,Asia Pacific,Singapore,223 ms,4606 kB/s
47.236.150.13,2095,FALSE,SIN,Asia Pacific,Singapore,244 ms,4603 kB/s
47.236.150.13,80,FALSE,SIN,Asia Pacific,Singapore,221 ms,4600 kB/s
47.236.125.62,2095,FALSE,NRT,Asia Pacific,Tokyo,301 ms,4590 kB/s
47.237.14.220,2095,FALSE,SIN,Asia Pacific,Singapore,227 ms,4587 kB/s
8.219.99.169,2086,FALSE,SIN,Asia Pacific,Singapore,242 ms,4578 kB/s
47.236.180.51,2082,FALSE,SIN,Asia Pacific,Singapore,248 ms,4574 kB/s
47.237.86.185,2086,FALSE,SIN,Asia Pacific,Singapore,222 ms,4570 kB/s
8.219.174.213,80,FALSE,SIN,Asia Pacific,Singapore,233 ms,4568 kB/s
47.237.95.140,8080,FALSE,SIN,Asia Pacific,Singapore,221 ms,4568 kB/s
47.237.95.140,2082,FALSE,SIN,Asia Pacific,Singapore,223 ms,4566 kB/s
47.236.80.110,2086,FALSE,SIN,Asia Pacific,Singapore,266 ms,4559 kB/s
47.236.170.54,8880,FALSE,SIN,Asia Pacific,Singapore,227 ms,4553 kB/s
47.236.87.246,80,FALSE,SIN,Asia Pacific,Singapore,217 ms,4552 kB/s
47.237.83.20,8080,FALSE,SIN,Asia Pacific,Singapore,234 ms,4549 kB/s
8.219.86.200,8880,FALSE,SIN,Asia Pacific,Singapore,249 ms,4547 kB/s
47.236.164.215,2095,FALSE,SIN,Asia Pacific,Singapore,245 ms,4538 kB/s
8.210.203.7,2082,FALSE,HKG,Asia Pacific,Hong Kong,63 ms,4536 kB/s
8.218.207.169,80,FALSE,HKG,Asia Pacific,Hong Kong,61 ms,4536 kB/s
47.236.121.23,2052,FALSE,SIN,Asia Pacific,Singapore,232 ms,4534 kB/s
47.236.144.48,2082,FALSE,SIN,Asia Pacific,Singapore,228 ms,4530 kB/s
47.236.237.90,2086,FALSE,SIN,Asia Pacific,Singapore,229 ms,4525 kB/s
47.236.237.90,80,FALSE,SIN,Asia Pacific,Singapore,241 ms,4521 kB/s
47.236.80.110,2095,FALSE,SIN,Asia Pacific,Singapore,240 ms,4517 kB/s
47.237.94.140,8880,FALSE,SIN,Asia Pacific,Singapore,220 ms,4515 kB/s
47.243.139.85,80,FALSE,HKG,Asia Pacific,Hong Kong,56 ms,4513 kB/s
47.236.10.100,2082,FALSE,SIN,Asia Pacific,Singapore,232 ms,4508 kB/s
47.236.87.246,8880,FALSE,SIN,Asia Pacific,Singapore,223 ms,4507 kB/s
47.236.121.23,2086,FALSE,SIN,Asia Pacific,Singapore,228 ms,4502 kB/s
8.222.134.170,2095,FALSE,SIN,Asia Pacific,Singapore,228 ms,4500 kB/s
47.237.8.82,80,FALSE,SIN,Asia Pacific,Singapore,223 ms,4496 kB/s
47.236.9.152,2095,FALSE,SIN,Asia Pacific,Singapore,220 ms,4488 kB/s
47.237.84.173,2095,FALSE,SIN,Asia Pacific,Singapore,225 ms,4486 kB/s
47.237.0.31,80,FALSE,SIN,Asia Pacific,Singapore,219 ms,4481 kB/s
47.236.10.100,8080,FALSE,SIN,Asia Pacific,Singapore,236 ms,4479 kB/s
47.237.10.1,80,FALSE,SIN,Asia Pacific,Singapore,231 ms,4478 kB/s
47.236.9.152,2052,FALSE,SIN,Asia Pacific,Singapore,236 ms,4477 kB/s
47.236.117.48,8880,FALSE,SIN,Asia Pacific,Singapore,223 ms,4477 kB/s
8.219.86.200,80,FALSE,SIN,Asia Pacific,Singapore,248 ms,4476 kB/s
47.237.95.140,2095,FALSE,SIN,Asia Pacific,Singapore,232 ms,4467 kB/s
47.236.205.188,2052,FALSE,SIN,Asia Pacific,Singapore,222 ms,4456 kB/s
47.243.67.28,2052,FALSE,HKG,Asia Pacific,Hong Kong,60 ms,4440 kB/s
47.236.118.216,2086,FALSE,SIN,Asia Pacific,Singapore,240 ms,4439 kB/s
47.237.8.82,8080,FALSE,SIN,Asia Pacific,Singapore,228 ms,4422 kB/s
47.236.104.11,8880,FALSE,SIN,Asia Pacific,Singapore,236 ms,4421 kB/s
47.236.97.90,2086,FALSE,SIN,Asia Pacific,Singapore,294 ms,4414 kB/s
47.237.92.26,2082,FALSE,SIN,Asia Pacific,Singapore,238 ms,4411 kB/s
8.222.249.190,8080,FALSE,SIN,Asia Pacific,Singapore,264 ms,4411 kB/s
8.217.239.116,2086,FALSE,HKG,Asia Pacific,Hong Kong,60 ms,4407 kB/s
47.237.8.82,2086,FALSE,SIN,Asia Pacific,Singapore,242 ms,4407 kB/s
47.236.170.54,2052,FALSE,SIN,Asia Pacific,Singapore,235 ms,4397 kB/s
47.236.172.95,80,FALSE,SIN,Asia Pacific,Singapore,249 ms,4382 kB/s
47.236.253.41,2052,FALSE,SIN,Asia Pacific,Singapore,232 ms,4378 kB/s
8.222.174.108,80,FALSE,SIN,Asia Pacific,Singapore,234 ms,4370 kB/s
47.237.95.140,80,FALSE,SIN,Asia Pacific,Singapore,226 ms,4369 kB/s
47.236.118.216,2095,FALSE,SIN,Asia Pacific,Singapore,219 ms,4361 kB/s
8.219.161.129,80,FALSE,SIN,Asia Pacific,Singapore,246 ms,4358 kB/s
47.236.144.196,2082,FALSE,SIN,Asia Pacific,Singapore,263 ms,4357 kB/s
47.236.121.23,8080,FALSE,SIN,Asia Pacific,Singapore,226 ms,4356 kB/s
47.236.75.113,8080,FALSE,SIN,Asia Pacific,Singapore,214 ms,4354 kB/s
47.237.14.220,2052,FALSE,SIN,Asia Pacific,Singapore,232 ms,4347 kB/s
8.219.42.72,8880,FALSE,SIN,Asia Pacific,Singapore,230 ms,4342 kB/s
47.237.95.146,2082,FALSE,SIN,Asia Pacific,Singapore,244 ms,4338 kB/s
8.218.207.169,2086,FALSE,HKG,Asia Pacific,Hong Kong,62 ms,4326 kB/s
47.236.205.188,8880,FALSE,SIN,Asia Pacific,Singapore,232 ms,4324 kB/s
47.236.102.102,2082,FALSE,SIN,Asia Pacific,Singapore,247 ms,4321 kB/s
47.236.125.62,2086,FALSE,NRT,Asia Pacific,Tokyo,290 ms,4314 kB/s
47.236.150.13,2086,FALSE,SIN,Asia Pacific,Singapore,222 ms,4309 kB/s
47.236.169.164,8880,FALSE,SIN,Asia Pacific,Singapore,267 ms,4304 kB/s
47.236.125.62,8880,FALSE,NRT,Asia Pacific,Tokyo,291 ms,4299 kB/s
47.236.93.176,2095,FALSE,SIN,Asia Pacific,Singapore,305 ms,4296 kB/s
47.237.95.13,2086,FALSE,SIN,Asia Pacific,Singapore,221 ms,4266 kB/s
8.219.86.200,2082,FALSE,SIN,Asia Pacific,Singapore,305 ms,4265 kB/s
47.236.9.152,2086,FALSE,SIN,Asia Pacific,Singapore,222 ms,4254 kB/s
47.236.75.113,2086,FALSE,SIN,Asia Pacific,Singapore,225 ms,4247 kB/s
8.218.181.189,8880,FALSE,HKG,Asia Pacific,Hong Kong,64 ms,4246 kB/s
47.236.169.15,2052,FALSE,SIN,Asia Pacific,Singapore,294 ms,4238 kB/s
47.236.117.48,8080,FALSE,SIN,Asia Pacific,Singapore,238 ms,4236 kB/s
47.236.118.216,2052,FALSE,SIN,Asia Pacific,Singapore,240 ms,4228 kB/s
8.222.180.86,2086,FALSE,SIN,Asia Pacific,Singapore,273 ms,4227 kB/s
47.236.104.11,2052,FALSE,SIN,Asia Pacific,Singapore,227 ms,4224 kB/s
8.217.159.210,2095,FALSE,HKG,Asia Pacific,Hong Kong,57 ms,4224 kB/s
8.218.188.129,2086,FALSE,HKG,Asia Pacific,Hong Kong,59 ms,4222 kB/s
8.219.86.200,8080,FALSE,SIN,Asia Pacific,Singapore,216 ms,4218 kB/s
8.219.42.72,2082,FALSE,SIN,Asia Pacific,Singapore,225 ms,4212 kB/s
47.236.168.17,2095,FALSE,SIN,Asia Pacific,Singapore,236 ms,4196 kB/s
47.237.0.31,2082,FALSE,SIN,Asia Pacific,Singapore,295 ms,4180 kB/s
47.237.94.140,2052,FALSE,SIN,Asia Pacific,Singapore,230 ms,4179 kB/s
47.236.180.51,80,FALSE,SIN,Asia Pacific,Singapore,246 ms,4179 kB/s
47.236.125.62,8080,FALSE,NRT,Asia Pacific,Tokyo,315 ms,4172 kB/s
47.237.100.206,2086,FALSE,SIN,Asia Pacific,Singapore,248 ms,4172 kB/s
47.236.169.15,2082,FALSE,SIN,Asia Pacific,Singapore,302 ms,4157 kB/s
8.222.214.231,80,FALSE,SIN,Asia Pacific,Singapore,302 ms,4146 kB/s
47.237.94.140,2095,FALSE,SIN,Asia Pacific,Singapore,233 ms,4138 kB/s
8.222.193.65,2095,FALSE,SIN,Asia Pacific,Singapore,242 ms,4132 kB/s
47.237.94.140,8080,FALSE,SIN,Asia Pacific,Singapore,223 ms,4129 kB/s
47.236.97.90,2095,FALSE,SIN,Asia Pacific,Singapore,251 ms,4127 kB/s
47.236.158.158,80,FALSE,SIN,Asia Pacific,Singapore,241 ms,4126 kB/s
47.243.5.154,2095,FALSE,HKG,Asia Pacific,Hong Kong,61 ms,4120 kB/s
47.237.95.13,2052,FALSE,SIN,Asia Pacific,Singapore,223 ms,4120 kB/s
47.236.180.51,8080,FALSE,SIN,Asia Pacific,Singapore,228 ms,4113 kB/s
8.218.201.73,2086,FALSE,HKG,Asia Pacific,Hong Kong,64 ms,4111 kB/s
47.236.144.208,2082,FALSE,SIN,Asia Pacific,Singapore,220 ms,4111 kB/s
47.236.87.246,2095,FALSE,SIN,Asia Pacific,Singapore,251 ms,4109 kB/s
47.237.0.31,8880,FALSE,SIN,Asia Pacific,Singapore,249 ms,4108 kB/s
8.210.203.7,2095,FALSE,HKG,Asia Pacific,Hong Kong,60 ms,4106 kB/s
8.219.86.200,2052,FALSE,SIN,Asia Pacific,Singapore,226 ms,4100 kB/s
8.217.239.116,2082,FALSE,HKG,Asia Pacific,Hong Kong,59 ms,4093 kB/s
47.236.102.102,8880,FALSE,SIN,Asia Pacific,Singapore,220 ms,4086 kB/s
47.243.234.9,2095,FALSE,HKG,Asia Pacific,Hong Kong,57 ms,4079 kB/s
47.236.80.110,80,FALSE,SIN,Asia Pacific,Singapore,232 ms,4077 kB/s
47.236.10.100,80,FALSE,SIN,Asia Pacific,Singapore,229 ms,4077 kB/s
8.217.149.28,80,FALSE,HKG,Asia Pacific,Hong Kong,65 ms,4063 kB/s
47.237.86.185,2095,FALSE,SIN,Asia Pacific,Singapore,225 ms,4060 kB/s
8.222.180.86,2052,FALSE,SIN,Asia Pacific,Singapore,221 ms,4058 kB/s
8.218.201.73,2095,FALSE,HKG,Asia Pacific,Hong Kong,59 ms,4054 kB/s
47.236.102.102,2095,FALSE,SIN,Asia Pacific,Singapore,234 ms,4040 kB/s
8.222.134.170,2052,FALSE,SIN,Asia Pacific,Singapore,238 ms,4038 kB/s
8.219.40.37,2095,FALSE,SIN,Asia Pacific,Singapore,265 ms,4030 kB/s
47.236.123.133,2052,FALSE,SIN,Asia Pacific,Singapore,244 ms,4025 kB/s
47.236.254.120,2082,FALSE,SIN,Asia Pacific,Singapore,220 ms,4021 kB/s
8.219.99.169,2095,FALSE,SIN,Asia Pacific,Singapore,227 ms,4017 kB/s
47.237.86.185,80,FALSE,SIN,Asia Pacific,Singapore,238 ms,3998 kB/s
47.236.123.133,8880,FALSE,SIN,Asia Pacific,Singapore,255 ms,3985 kB/s
47.237.84.173,2052,FALSE,SIN,Asia Pacific,Singapore,215 ms,3984 kB/s
8.217.149.28,2086,FALSE,HKG,Asia Pacific,Hong Kong,61 ms,3981 kB/s
47.237.95.146,80,FALSE,SIN,Asia Pacific,Singapore,229 ms,3974 kB/s
47.236.171.205,2095,FALSE,SIN,Asia Pacific,Singapore,221 ms,3969 kB/s
47.237.95.13,8880,FALSE,SIN,Asia Pacific,Singapore,234 ms,3964 kB/s
47.236.170.54,80,FALSE,SIN,Asia Pacific,Singapore,232 ms,3956 kB/s
47.236.83.239,80,FALSE,SIN,Asia Pacific,Singapore,243 ms,3954 kB/s
47.237.81.112,2086,FALSE,SIN,Asia Pacific,Singapore,226 ms,3935 kB/s
47.237.11.182,2095,FALSE,SIN,Asia Pacific,Singapore,240 ms,3922 kB/s
8.219.113.232,2082,FALSE,SIN,Asia Pacific,Singapore,225 ms,3917 kB/s
47.236.104.11,80,FALSE,SIN,Asia Pacific,Singapore,223 ms,3911 kB/s
8.219.174.213,2095,FALSE,SIN,Asia Pacific,Singapore,257 ms,3908 kB/s
47.236.123.133,2086,FALSE,SIN,Asia Pacific,Singapore,234 ms,3905 kB/s
8.217.149.28,2095,FALSE,HKG,Asia Pacific,Hong Kong,59 ms,3901 kB/s
47.237.0.31,2086,FALSE,SIN,Asia Pacific,Singapore,245 ms,3897 kB/s
8.219.100.168,80,FALSE,SIN,Asia Pacific,Singapore,233 ms,3889 kB/s
8.218.181.189,2086,FALSE,HKG,Asia Pacific,Hong Kong,58 ms,3880 kB/s
8.219.42.72,2086,FALSE,SIN,Asia Pacific,Singapore,246 ms,3863 kB/s
47.237.100.206,2052,FALSE,SIN,Asia Pacific,Singapore,217 ms,3855 kB/s
47.237.82.15,8080,FALSE,SIN,Asia Pacific,Singapore,218 ms,3852 kB/s
47.243.139.85,2095,FALSE,HKG,Asia Pacific,Hong Kong,64 ms,3851 kB/s
47.88.85.197,2095,FALSE,SJC,North America,San Jose,175 ms,3828 kB/s
47.236.10.100,2052,FALSE,SIN,Asia Pacific,Singapore,232 ms,3818 kB/s
47.237.94.140,2086,FALSE,SIN,Asia Pacific,Singapore,219 ms,3813 kB/s
47.236.5.223,8880,FALSE,SIN,Asia Pacific,Singapore,226 ms,3807 kB/s
47.236.254.120,2086,FALSE,SIN,Asia Pacific,Singapore,223 ms,3800 kB/s
8.222.174.108,8080,FALSE,SIN,Asia Pacific,Singapore,219 ms,3799 kB/s
47.236.102.102,2052,FALSE,SIN,Asia Pacific,Singapore,225 ms,3795 kB/s
8.217.251.62,2086,FALSE,HKG,Asia Pacific,Hong Kong,59 ms,3788 kB/s
47.236.17.193,2082,FALSE,SIN,Asia Pacific,Singapore,226 ms,3769 kB/s
47.237.92.26,2095,FALSE,SIN,Asia Pacific,Singapore,223 ms,3765 kB/s
47.236.123.133,8080,FALSE,SIN,Asia Pacific,Singapore,259 ms,3761 kB/s
47.237.86.185,2052,FALSE,SIN,Asia Pacific,Singapore,232 ms,3754 kB/s
8.222.193.65,2082,FALSE,SIN,Asia Pacific,Singapore,242 ms,3740 kB/s
47.236.237.90,2082,FALSE,SIN,Asia Pacific,Singapore,251 ms,3725 kB/s
8.218.181.189,8080,FALSE,HKG,Asia Pacific,Hong Kong,63 ms,3711 kB/s
47.236.75.113,80,FALSE,SIN,Asia Pacific,Singapore,226 ms,3701 kB/s
8.219.99.169,80,FALSE,SIN,Asia Pacific,Singapore,225 ms,3700 kB/s
47.237.82.15,2052,FALSE,SIN,Asia Pacific,Singapore,225 ms,3691 kB/s
8.222.174.108,8880,FALSE,SIN,Asia Pacific,Singapore,222 ms,3678 kB/s
47.236.10.182,2086,FALSE,SIN,Asia Pacific,Singapore,226 ms,3673 kB/s
47.236.125.62,80,FALSE,NRT,Asia Pacific,Tokyo,300 ms,3663 kB/s
47.236.158.158,2082,FALSE,SIN,Asia Pacific,Singapore,246 ms,3659 kB/s
47.236.144.48,2086,FALSE,SIN,Asia Pacific,Singapore,233 ms,3651 kB/s
8.217.221.165,2052,FALSE,HKG,Asia Pacific,Hong Kong,60 ms,3644 kB/s
8.222.180.86,8880,FALSE,SIN,Asia Pacific,Singapore,225 ms,3610 kB/s
47.236.93.176,2052,FALSE,SIN,Asia Pacific,Singapore,243 ms,3608 kB/s
47.236.118.216,2082,FALSE,SIN,Asia Pacific,Singapore,236 ms,3590 kB/s
47.237.86.185,8080,FALSE,SIN,Asia Pacific,Singapore,220 ms,3576 kB/s
47.236.102.102,80,FALSE,SIN,Asia Pacific,Singapore,238 ms,3557 kB/s
47.236.102.102,2086,FALSE,SIN,Asia Pacific,Singapore,247 ms,3550 kB/s
8.218.201.73,8880,FALSE,HKG,Asia Pacific,Hong Kong,60 ms,3544 kB/s
47.237.11.182,8880,FALSE,SIN,Asia Pacific,Singapore,213 ms,3542 kB/s
8.222.180.86,80,FALSE,SIN,Asia Pacific,Singapore,234 ms,3538 kB/s
8.222.214.231,2095,FALSE,SIN,Asia Pacific,Singapore,237 ms,3519 kB/s
47.237.0.31,8080,FALSE,SIN,Asia Pacific,Singapore,242 ms,3512 kB/s
47.245.86.230,2082,FALSE,SIN,Asia Pacific,Singapore,236 ms,3498 kB/s
47.236.174.206,8880,FALSE,SIN,Asia Pacific,Singapore,245 ms,3498 kB/s
8.219.86.200,2095,FALSE,SIN,Asia Pacific,Singapore,235 ms,3450 kB/s
47.236.149.107,2052,FALSE,SIN,Asia Pacific,Singapore,248 ms,3391 kB/s
47.237.95.13,8080,FALSE,SIN,Asia Pacific,Singapore,225 ms,3382 kB/s
8.222.174.108,2095,FALSE,SIN,Asia Pacific,Singapore,234 ms,3361 kB/s
8.222.193.65,2086,FALSE,SIN,Asia Pacific,Singapore,249 ms,3349 kB/s
8.217.251.62,8080,FALSE,HKG,Asia Pacific,Hong Kong,63 ms,3342 kB/s
47.236.146.249,2095,FALSE,SIN,Asia Pacific,Singapore,220 ms,3339 kB/s
47.245.86.230,2052,FALSE,SIN,Asia Pacific,Singapore,241 ms,3333 kB/s
47.237.0.31,2052,FALSE,SIN,Asia Pacific,Singapore,242 ms,3331 kB/s
8.217.149.28,8080,FALSE,HKG,Asia Pacific,Hong Kong,56 ms,3325 kB/s
8.222.249.190,8880,FALSE,SIN,Asia Pacific,Singapore,279 ms,3324 kB/s
8.218.65.237,2082,FALSE,HKG,Asia Pacific,Hong Kong,57 ms,3320 kB/s
47.237.95.13,2082,FALSE,SIN,Asia Pacific,Singapore,237 ms,3301 kB/s
8.219.174.213,2086,FALSE,SIN,Asia Pacific,Singapore,236 ms,3279 kB/s
47.245.86.230,2095,FALSE,SIN,Asia Pacific,Singapore,245 ms,3274 kB/s
8.218.181.189,80,FALSE,HKG,Asia Pacific,Hong Kong,62 ms,3273 kB/s
8.219.42.72,2095,FALSE,SIN,Asia Pacific,Singapore,238 ms,3262 kB/s
8.219.161.129,8880,FALSE,SIN,Asia Pacific,Singapore,227 ms,3251 kB/s
47.236.170.225,8080,FALSE,SIN,Asia Pacific,Singapore,221 ms,3238 kB/s
8.219.100.168,2095,FALSE,SIN,Asia Pacific,Singapore,220 ms,3231 kB/s
8.219.202.130,2086,FALSE,SIN,Asia Pacific,Singapore,219 ms,3215 kB/s
47.236.121.23,8880,FALSE,SIN,Asia Pacific,Singapore,252 ms,3204 kB/s
8.219.161.129,2052,FALSE,SIN,Asia Pacific,Singapore,228 ms,3192 kB/s
47.236.167.231,2086,FALSE,SIN,Asia Pacific,Singapore,222 ms,3174 kB/s
47.236.149.107,8880,FALSE,SIN,Asia Pacific,Singapore,235 ms,3150 kB/s
47.237.95.140,2052,FALSE,SIN,Asia Pacific,Singapore,233 ms,3145 kB/s
8.222.134.170,80,FALSE,SIN,Asia Pacific,Singapore,231 ms,3132 kB/s
47.76.94.15,2082,FALSE,HKG,Asia Pacific,Hong Kong,60 ms,3096 kB/s
47.245.86.230,2086,FALSE,SIN,Asia Pacific,Singapore,252 ms,3076 kB/s
47.76.94.15,2095,FALSE,HKG,Asia Pacific,Hong Kong,59 ms,3055 kB/s
8.222.174.108,2082,FALSE,SIN,Asia Pacific,Singapore,223 ms,3051 kB/s
47.236.144.208,2052,FALSE,SIN,Asia Pacific,Singapore,233 ms,3033 kB/s
8.218.188.129,8880,FALSE,HKG,Asia Pacific,Hong Kong,56 ms,3021 kB/s
47.236.83.239,2082,FALSE,SIN,Asia Pacific,Singapore,242 ms,3015 kB/s
47.236.125.62,2052,FALSE,NRT,Asia Pacific,Tokyo,329 ms,3008 kB/s
47.76.94.15,2086,FALSE,HKG,Asia Pacific,Hong Kong,58 ms,2985 kB/s
47.236.167.231,80,FALSE,SIN,Asia Pacific,Singapore,227 ms,2978 kB/s
8.217.251.62,2095,FALSE,HKG,Asia Pacific,Hong Kong,64 ms,2970 kB/s
47.236.170.225,2082,FALSE,SIN,Asia Pacific,Singapore,220 ms,2944 kB/s
8.219.174.213,8080,FALSE,SIN,Asia Pacific,Singapore,253 ms,2932 kB/s
47.236.144.196,8880,FALSE,SIN,Asia Pacific,Singapore,249 ms,2930 kB/s
47.236.172.71,2095,FALSE,SIN,Asia Pacific,Singapore,227 ms,2928 kB/s
47.236.167.231,2095,FALSE,SIN,Asia Pacific,Singapore,292 ms,2908 kB/s
8.217.239.116,80,FALSE,HKG,Asia Pacific,Hong Kong,63 ms,2904 kB/s
8.218.65.237,2086,FALSE,HKG,Asia Pacific,Hong Kong,61 ms,2887 kB/s
8.219.100.168,2086,FALSE,SIN,Asia Pacific,Singapore,230 ms,2862 kB/s
47.236.170.225,80,FALSE,SIN,Asia Pacific,Singapore,226 ms,2836 kB/s
47.236.125.62,2082,FALSE,NRT,Asia Pacific,Tokyo,310 ms,2834 kB/s
47.245.86.230,8880,FALSE,SIN,Asia Pacific,Singapore,276 ms,2829 kB/s
8.222.134.170,2086,FALSE,SIN,Asia Pacific,Singapore,222 ms,2824 kB/s
47.237.10.1,8080,FALSE,SIN,Asia Pacific,Singapore,229 ms,2784 kB/s
8.222.249.190,80,FALSE,SIN,Asia Pacific,Singapore,222 ms,2753 kB/s
47.236.158.158,8080,FALSE,SIN,Asia Pacific,Singapore,227 ms,2738 kB/s
8.219.99.169,8080,FALSE,SIN,Asia Pacific,Singapore,240 ms,2721 kB/s
47.236.170.225,8880,FALSE,SIN,Asia Pacific,Singapore,236 ms,2719 kB/s
47.243.5.154,2086,FALSE,HKG,Asia Pacific,Hong Kong,69 ms,2715 kB/s
47.236.254.120,2095,FALSE,SIN,Asia Pacific,Singapore,217 ms,2698 kB/s
47.237.95.146,8880,FALSE,SIN,Asia Pacific,Singapore,216 ms,2669 kB/s
8.217.232.246,2052,FALSE,HKG,Asia Pacific,Hong Kong,66 ms,2668 kB/s
47.236.170.225,2095,FALSE,SIN,Asia Pacific,Singapore,218 ms,2617 kB/s
8.217.159.210,80,FALSE,HKG,Asia Pacific,Hong Kong,62 ms,2605 kB/s
47.243.139.85,8080,FALSE,HKG,Asia Pacific,Hong Kong,55 ms,2589 kB/s
47.236.80.110,8880,FALSE,SIN,Asia Pacific,Singapore,234 ms,2572 kB/s
8.217.239.116,2095,FALSE,HKG,Asia Pacific,Hong Kong,60 ms,2569 kB/s
8.217.221.165,2086,FALSE,HKG,Asia Pacific,Hong Kong,62 ms,2518 kB/s
47.236.170.225,2052,FALSE,SIN,Asia Pacific,Singapore,240 ms,2512 kB/s
8.210.203.7,80,FALSE,HKG,Asia Pacific,Hong Kong,58 ms,2492 kB/s
47.242.202.230,2082,FALSE,HKG,Asia Pacific,Hong Kong,56 ms,2404 kB/s
47.236.83.239,2086,FALSE,SIN,Asia Pacific,Singapore,232 ms,2287 kB/s
47.243.67.28,2086,FALSE,HKG,Asia Pacific,Hong Kong,66 ms,2286 kB/s
8.218.188.129,2095,FALSE,HKG,Asia Pacific,Hong Kong,58 ms,2276 kB/s
8.222.193.65,8880,FALSE,SIN,Asia Pacific,Singapore,239 ms,2249 kB/s
47.236.75.113,2082,FALSE,SIN,Asia Pacific,Singapore,231 ms,2242 kB/s
47.76.77.103,2052,FALSE,HKG,Asia Pacific,Hong Kong,64 ms,2237 kB/s
8.217.232.246,2095,FALSE,HKG,Asia Pacific,Hong Kong,67 ms,2206 kB/s
47.90.141.204,80,FALSE,LAX,North America,Los Angeles,272 ms,2205 kB/s
47.243.139.85,8880,FALSE,HKG,Asia Pacific,Hong Kong,57 ms,2175 kB/s
47.76.77.103,2086,FALSE,HKG,Asia Pacific,Hong Kong,64 ms,2163 kB/s
47.237.10.1,2086,FALSE,SIN,Asia Pacific,Singapore,232 ms,2080 kB/s
47.243.5.154,80,FALSE,HKG,Asia Pacific,Hong Kong,64 ms,2061 kB/s
47.76.146.1,2082,FALSE,HKG,Asia Pacific,Hong Kong,63 ms,2041 kB/s
8.212.41.98,80,FALSE,SIN,Asia Pacific,Singapore,60 ms,1966 kB/s
47.242.202.230,8880,FALSE,HKG,Asia Pacific,Hong Kong,63 ms,1954 kB/s
8.210.203.7,8880,FALSE,HKG,Asia Pacific,Hong Kong,60 ms,1942 kB/s
8.212.41.98,8080,FALSE,SJC,North America,San Jose,69 ms,1926 kB/s
8.217.232.246,8880,FALSE,HKG,Asia Pacific,Hong Kong,68 ms,1888 kB/s
47.236.83.239,2095,FALSE,SIN,Asia Pacific,Singapore,225 ms,1847 kB/s
8.222.193.65,80,FALSE,SIN,Asia Pacific,Singapore,246 ms,1788 kB/s
47.76.77.103,2082,FALSE,HKG,Asia Pacific,Hong Kong,71 ms,1719 kB/s
47.243.5.154,2082,FALSE,HKG,Asia Pacific,Hong Kong,67 ms,1712 kB/s
47.76.146.1,2086,FALSE,HKG,Asia Pacific,Hong Kong,64 ms,1539 kB/s
47.76.94.15,2052,FALSE,HKG,Asia Pacific,Hong Kong,65 ms,1470 kB/s
47.76.77.103,8080,FALSE,HKG,Asia Pacific,Hong Kong,71 ms,1458 kB/s
47.243.5.154,8880,FALSE,HKG,Asia Pacific,Hong Kong,62 ms,1429 kB/s
47.236.83.239,8080,FALSE,SIN,Asia Pacific,Singapore,236 ms,1374 kB/s
47.243.67.28,8880,FALSE,HKG,Asia Pacific,Hong Kong,65 ms,1329 kB/s
8.222.193.65,8080,FALSE,SIN,Asia Pacific,Singapore,236 ms,1306 kB/s
8.217.221.165,80,FALSE,HKG,Asia Pacific,Hong Kong,61 ms,1257 kB/s
47.242.171.94,80,FALSE,HKG,Asia Pacific,Hong Kong,72 ms,1211 kB/s
8.210.107.246,2052,FALSE,HKG,Asia Pacific,Hong Kong,62 ms,1174 kB/s
8.218.65.237,2095,FALSE,HKG,Asia Pacific,Hong Kong,61 ms,1160 kB/s
47.76.146.1,80,FALSE,HKG,Asia Pacific,Hong Kong,59 ms,1076 kB/s
47.242.171.94,2095,FALSE,HKG,Asia Pacific,Hong Kong,60 ms,998 kB/s
47.76.146.1,8080,FALSE,HKG,Asia Pacific,Hong Kong,60 ms,996 kB/s
47.242.36.78,80,FALSE,HKG,Asia Pacific,Hong Kong,61 ms,936 kB/s
47.243.234.9,2082,FALSE,HKG,Asia Pacific,Hong Kong,64 ms,883 kB/s
47.242.171.94,8080,FALSE,HKG,Asia Pacific,Hong Kong,61 ms,859 kB/s
47.76.146.1,2052,FALSE,HKG,Asia Pacific,Hong Kong,58 ms,858 kB/s
8.217.221.165,8880,FALSE,HKG,Asia Pacific,Hong Kong,60 ms,824 kB/s
47.76.178.146,2086,FALSE,HKG,Asia Pacific,Hong Kong,60 ms,805 kB/s
47.243.67.28,2082,FALSE,HKG,Asia Pacific,Hong Kong,61 ms,775 kB/s
8.217.221.165,8080,FALSE,HKG,Asia Pacific,Hong Kong,61 ms,744 kB/s
